torso_tilt,left_angle,right_angle,label
50.1,102.23,102.01,0.0
49.98,102.37,101.85,0.0
49.67,102.5,101.47,0.0
49.55,102.18,101.69,0.0
49.47,102.47,101.4,0.0
49.58,102.67,101.29,0.0
49.86,103.51,100.79,0.0
50.37,104.25,100.31,0.0
51.1,103.91,101.08,0.0
51.52,104.22,101.04,0.0
51.9,104.55,101.03,0.0
52.03,104.75,100.96,0.0
52.09,104.72,101.18,0.0
52.0,104.59,101.27,0.0
51.96,104.47,101.39,0.0
51.99,104.37,101.48,0.0
51.96,104.35,101.44,0.0
52.02,104.36,101.46,0.0
51.93,104.2,101.53,0.0
51.77,103.89,101.65,0.0
51.79,103.87,101.7,0.0
51.73,103.73,101.71,0.0
51.81,104.01,101.58,0.0
51.65,103.7,101.74,0.0
51.65,103.73,101.71,0.0
51.46,103.3,102.25,0.0
51.51,101.52,104.01,0.0
51.74,100.31,105.43,0.0
51.28,99.68,105.23,0.0
50.48,97.98,106.34,0.0
50.7,98.23,106.06,0.0
50.7,98.17,105.88,0.0
50.6,97.87,106.08,0.0
50.28,98.09,105.29,0.0
50.26,98.13,105.25,0.0
50.26,98.26,105.05,0.0
50.35,98.35,105.05,0.0
50.4,98.48,104.97,0.0
50.3,98.63,104.79,0.0
50.38,98.69,104.8,0.0
50.23,98.67,104.7,0.0
50.16,98.57,104.78,0.0
50.15,98.64,104.7,0.0
50.18,98.7,104.82,0.0
50.31,98.8,104.74,0.0
51.66,102.35,101.86,0.0
50.7,103.47,100.6,0.0
49.73,101.36,103.12,0.0
49.5,101.47,103.24,0.0
49.43,100.65,104.43,0.0
48.74,98.98,105.37,0.0
49.01,99.02,105.65,0.0
49.2,99.12,105.69,0.0
49.24,99.04,105.76,0.0
49.03,98.44,106.24,0.0
49.09,98.4,106.3,0.0
49.13,98.4,106.23,0.0
49.18,98.51,106.18,0.0
49.16,98.35,106.24,0.0
49.29,98.49,106.2,0.0
49.22,98.51,106.08,0.0
49.19,98.58,105.97,0.0
49.17,98.87,105.64,0.0
49.15,98.81,105.73,0.0
49.1,98.83,105.66,0.0
49.2,98.58,105.96,0.0
49.67,98.98,105.21,0.0
49.87,99.12,104.95,0.0
51.33,100.95,103.67,0.0
52.43,105.3,100.42,0.0
52.9,106.53,99.16,0.0
52.05,105.51,99.35,0.0
51.49,104.41,99.83,0.0
51.41,104.83,99.23,0.0
51.54,105.44,98.58,0.0
51.4,105.45,98.44,0.0
51.36,105.32,98.46,0.0
51.53,105.43,98.44,0.0
51.48,105.64,97.9,0.0
51.59,105.39,98.43,0.0
49.82,101.63,102.07,0.0
49.04,101.48,102.32,0.0
48.23,101.59,102.07,0.0
47.89,101.32,101.94,0.0
49.22,101.83,102.03,0.0
50.68,101.99,102.81,0.0
50.67,101.97,102.81,0.0
49.8,99.75,104.61,0.0
49.17,92.74,112.6,0.0
35.49,75.94,123.19,0.0
19.74,60.07,127.13,0.0
18.18,61.31,124.13,0.0
25.14,70.7,120.22,0.0
30.46,80.33,114.94,0.0
30.57,78.17,117.24,0.0
32.17,75.63,120.15,0.0
30.52,71.52,122.9,0.0
29.81,68.8,125.77,0.0
31.53,73.06,122.77,0.0
32.88,78.02,117.49,0.0
32.84,77.67,118.09,0.0
33.21,78.36,117.69,0.0
33.05,78.22,117.61,0.0
32.93,77.05,119.15,0.0
32.85,75.56,121.39,0.0
32.95,76.17,120.66,0.0
32.94,75.92,120.93,0.0
32.94,76.26,120.69,0.0
33.02,77.06,120.05,0.0
33.26,77.12,120.21,0.0
33.8,77.2,120.74,0.0
33.9,77.34,120.66,0.0
33.88,77.15,120.96,0.0
34.07,76.25,122.13,0.0
34.29,75.82,122.79,0.0
33.84,75.46,122.74,0.0
33.57,76.28,121.62,0.0
32.88,75.86,121.39,0.0
32.72,75.93,121.24,0.0
32.67,76.44,120.66,0.0
32.22,75.54,121.88,0.0
32.27,75.71,121.72,0.0
32.15,73.48,124.33,0.0
30.82,73.18,124.14,0.0
31.19,79.03,117.84,0.0
31.21,81.99,114.49,0.0
31.34,83.57,113.0,0.0
30.79,84.66,110.96,0.0
30.89,85.21,110.54,0.0
31.12,84.74,111.29,0.0
31.54,84.44,111.97,0.0
31.54,84.66,111.68,0.0
31.49,84.6,111.78,0.0
31.61,84.7,111.82,0.0
31.97,85.1,111.61,0.0
32.1,85.1,111.72,0.0
32.03,84.36,112.41,0.0
32.21,84.61,112.26,0.0
32.1,84.57,112.23,0.0
32.01,84.46,112.25,0.0
32.16,84.12,112.75,0.0
32.17,83.96,112.82,0.0
32.21,84.02,112.74,0.0
32.17,84.17,112.54,0.0
32.15,84.2,112.47,0.0
32.1,84.23,112.38,0.0
32.05,84.18,112.35,0.0
32.05,84.47,112.03,0.0
31.82,84.5,111.74,0.0
31.81,84.6,111.58,0.0
31.74,85.3,110.75,0.0
31.75,85.43,110.6,0.0
31.75,85.49,110.52,0.0
31.76,85.74,110.23,0.0
31.7,85.72,110.2,0.0
31.83,85.8,110.19,0.0
31.8,85.77,110.1,0.0
31.91,85.95,109.94,0.0
31.94,85.95,110.0,0.0
31.96,85.78,110.25,0.0
31.8,83.39,112.59,0.0
32.14,80.87,114.83,0.0
31.52,73.52,121.98,0.0
31.68,73.18,122.35,0.0
31.66,74.2,121.11,0.0
31.5,74.81,120.31,0.0
31.38,75.29,119.68,0.0
31.39,75.02,119.98,0.0
31.33,75.23,119.69,0.0
31.26,75.37,119.43,0.0
31.0,74.86,119.72,0.0
31.01,74.92,119.63,0.0
30.87,74.96,119.4,0.0
30.64,74.91,119.17,0.0
30.54,74.78,119.29,0.0
30.23,74.55,119.26,0.0
30.11,74.52,119.2,0.0
30.08,74.68,118.95,0.0
30.03,74.53,119.25,0.0
29.63,74.13,120.1,0.0
29.22,80.08,114.32,0.0
30.14,83.2,111.31,0.0
32.8,81.46,116.88,0.0
35.22,81.87,119.17,0.0
40.46,90.31,111.96,0.0
43.72,89.37,112.22,0.0
46.98,97.35,106.72,0.0
45.79,97.87,103.7,0.0
45.79,99.65,101.02,0.0
47.63,99.67,102.77,0.0
49.38,101.25,102.05,0.0
49.0,99.99,102.89,0.0
48.53,100.14,102.42,0.0
48.0,101.02,101.67,0.0
47.52,100.51,101.85,0.0
47.29,100.11,102.15,0.0
47.13,100.0,102.42,0.0
47.22,100.09,102.48,0.0
47.2,100.13,102.42,0.0
47.48,100.9,101.61,0.0
47.85,101.5,101.24,0.0
47.99,101.05,101.74,0.0
47.98,101.03,101.64,0.0
47.82,100.87,101.59,0.0
47.73,100.78,101.6,0.0
47.84,100.85,101.56,0.0
47.97,100.69,101.83,0.0
47.96,100.61,101.89,0.0
48.06,100.81,101.77,0.0
48.09,100.89,101.63,0.0
48.12,100.85,101.65,0.0
48.05,101.25,101.25,0.0
48.09,101.49,101.11,0.0
48.2,101.49,101.25,0.0
48.03,101.13,101.74,0.0
48.03,101.08,101.8,0.0
47.97,101.13,101.69,0.0
47.97,101.05,101.79,0.0
48.1,100.91,102.07,0.0
48.08,100.81,102.3,0.0
47.92,100.5,102.49,0.0
47.79,100.27,102.5,0.0
47.69,100.84,101.82,0.0
47.67,100.73,101.95,0.0
47.63,100.64,101.94,0.0
47.58,100.33,102.21,0.0
47.63,100.43,102.2,0.0
47.86,100.5,102.39,0.0
47.94,100.57,102.42,0.0
48.17,100.9,102.35,0.0
48.19,101.27,102.23,0.0
49.5,101.97,102.33,0.0
49.8,101.97,102.58,0.0
49.5,101.48,102.95,0.0
49.52,101.52,102.86,0.0
49.59,101.85,102.54,0.0
49.12,100.93,103.17,0.0
49.2,101.13,103.02,0.0
49.15,101.2,102.91,0.0
49.02,100.87,103.1,0.0
49.04,100.91,103.08,0.0
49.15,101.16,102.87,0.0
49.14,101.17,102.83,0.0
49.17,101.28,102.78,0.0
49.22,101.27,102.9,0.0
49.36,101.71,102.53,0.0
51.48,104.14,101.09,0.0
51.71,103.81,102.81,0.0
50.83,102.23,104.15,0.0
49.94,101.34,104.74,0.0
49.49,100.88,105.03,0.0
49.62,101.47,104.47,0.0
49.71,101.75,104.1,0.0
49.85,101.49,104.54,0.0
49.69,101.33,104.53,0.0
49.53,101.43,104.34,0.0
49.32,101.17,104.43,0.0
49.27,101.05,104.47,0.0
49.14,100.81,104.52,0.0
48.91,100.74,104.37,0.0
48.88,100.71,104.34,0.0
48.67,100.65,104.25,0.0
48.71,100.83,104.09,0.0
48.62,101.07,103.1,0.0
48.62,100.87,103.09,0.0
47.81,99.18,104.23,0.0
48.06,99.0,104.54,0.0
48.45,98.53,105.2,0.0
48.56,98.68,104.95,0.0
48.58,98.81,104.61,0.0
48.48,98.84,104.41,0.0
48.39,98.82,104.27,0.0
48.36,98.83,104.14,0.0
48.28,98.86,103.99,0.0
48.25,98.83,103.99,0.0
48.2,98.84,103.93,0.0
48.17,98.83,103.91,0.0
48.06,98.71,103.87,0.0
47.97,98.64,103.87,0.0
48.24,99.22,103.37,0.0
48.34,99.41,103.42,0.0
47.42,99.49,102.61,0.0
47.44,99.99,102.06,0.0
49.41,99.45,104.28,0.0
46.03,84.96,119.78,0.0
32.75,69.06,127.51,0.0
19.55,54.32,134.26,0.0
11.8,22.52,166.7,0.0
5.37,21.93,159.91,0.0
6.5,33.12,148.4,0.0
8.66,43.34,139.21,0.0
7.85,42.68,138.27,0.0
7.46,42.56,137.69,0.0
8.68,50.96,129.35,0.0
9.05,48.08,133.06,0.0
8.35,47.4,133.21,0.0
8.15,39.43,141.38,0.0
6.31,37.81,142.5,0.0
6.87,37.25,143.4,0.0
7.53,39.99,140.8,0.0
7.66,39.54,141.36,0.0
7.75,37.48,143.63,0.0
7.87,38.04,143.16,0.0
7.91,38.45,142.72,0.0
7.74,39.97,140.9,0.0
7.59,40.5,140.24,0.0
7.38,40.17,140.36,0.0
7.24,38.93,141.83,0.0
6.85,38.04,142.58,0.0
6.68,35.93,144.72,0.0
6.66,35.83,144.83,0.0
6.84,37.36,143.24,0.0
7.06,37.61,143.08,0.0
6.96,37.59,143.06,0.0
7.21,38.38,142.16,0.0
7.27,39.54,140.93,0.0
7.36,38.15,142.47,0.0
7.4,38.25,142.44,0.0
7.3,38.41,142.24,0.0
7.17,38.25,142.37,0.0
6.68,37.23,143.09,0.0
6.88,37.86,142.56,0.0
7.58,39.05,141.88,0.0
8.47,42.54,139.31,0.0
9.2,42.19,139.47,0.0
8.94,40.23,141.11,0.0
8.37,37.08,143.92,0.0
8.81,43.04,137.33,0.0
9.0,43.83,136.61,0.0
9.24,44.68,135.95,0.0
9.35,46.0,134.33,0.0
9.9,45.59,135.23,0.0
9.93,45.36,135.73,0.0
10.4,46.3,135.37,0.0
12.07,55.38,126.65,0.0
12.06,57.28,124.27,0.0
11.72,56.86,124.39,0.0
12.24,52.69,130.28,0.0
12.92,57.99,125.23,0.0
11.9,53.7,128.81,0.0
10.79,53.36,127.93,0.0
10.52,49.3,132.58,0.0
10.71,45.98,136.56,0.0
10.78,45.48,137.61,0.0
10.95,43.91,139.62,0.0
10.93,41.99,142.06,0.0
11.04,45.22,138.5,0.0
11.09,45.37,138.41,0.0
10.81,44.36,139.33,0.0
10.46,45.37,137.6,0.0
10.05,44.28,138.32,0.0
9.9,46.07,135.93,0.0
10.01,50.84,130.68,0.0
9.97,52.64,128.79,0.0
11.12,61.24,117.81,0.0
12.01,56.1,124.24,0.0
11.01,45.84,138.33,0.0
6.96,53.16,126.19,0.0
6.52,50.93,128.02,0.0
5.12,42.48,135.42,0.0
4.76,42.11,135.56,0.0
4.78,43.42,134.24,0.0
4.84,41.27,136.99,0.0
4.62,39.31,139.12,0.0
2.77,42.21,133.93,0.0
3.89,49.37,127.46,0.0
3.29,42.5,135.68,0.0
1.22,35.28,141.75,0.0
1.86,13.44,162.68,0.0
0.75,12.89,166.03,0.0
1.56,10.72,169.12,0.0
3.33,4.35,178.83,0.0
1.89,8.62,172.38,0.0
1.24,15.24,164.17,0.0
1.67,31.36,146.44,0.0
5.63,40.23,140.55,0.0
4.37,47.38,130.59,0.0
3.9,50.63,125.98,0.0
4.23,56.38,119.72,0.0
6.58,62.29,114.27,0.0
5.44,59.55,116.11,0.0
4.58,57.84,117.3,0.0
4.1,54.92,120.1,0.0
3.52,50.69,124.58,0.0
2.75,48.67,126.16,0.0
2.55,45.04,130.28,0.0
1.69,39.0,137.13,0.0
1.65,37.52,138.96,0.0
1.61,31.83,144.92,0.0
1.2,17.49,161.18,0.0
2.11,18.18,161.54,0.0
0.22,5.53,173.53,0.0
0.82,4.54,173.95,0.0
4.37,22.63,158.96,0.0
5.56,33.26,148.18,0.0
6.18,32.66,149.45,0.0
6.92,40.27,140.86,0.0
5.97,35.34,145.69,0.0
5.02,27.99,153.14,0.0
4.51,23.63,157.73,0.0
3.95,15.22,166.85,0.0
3.45,11.88,170.13,0.0
3.05,9.66,172.25,0.0
3.64,14.7,166.88,0.0
2.92,7.26,174.84,0.0
2.59,0.06,177.01,0.0
2.81,2.74,179.92,0.0
2.93,3.2,179.69,0.0
2.85,1.92,174.36,0.0
2.35,5.9,170.36,0.0
0.46,8.99,168.95,0.0
0.92,7.23,170.49,0.0
1.58,4.78,172.69,0.0
0.45,10.0,167.95,0.0
2.29,21.62,157.51,0.0
0.23,19.32,157.13,0.0
0.23,24.25,151.35,0.0
0.41,23.62,151.76,0.0
6.43,36.37,143.53,0.0
4.98,37.56,139.3,0.0
5.07,38.46,138.51,0.0
3.83,40.48,135.7,0.0
6.39,40.54,137.69,0.0
6.12,30.9,148.03,0.0
3.74,16.84,163.06,0.0
2.88,24.48,150.85,0.0
14.73,34.39,152.37,0.0
20.69,33.53,162.69,0.0
35.44,53.5,153.46,0.0
46.8,69.2,146.07,0.0
49.51,78.36,136.86,0.0
43.52,78.91,125.73,0.0
46.32,87.42,117.19,0.0
45.4,86.3,119.69,0.0
44.39,84.71,120.76,0.0
45.89,87.26,119.71,0.0
45.31,89.12,117.74,0.0
45.1,85.97,120.89,0.0
45.32,85.53,121.7,0.0
44.97,84.97,122.35,0.0
45.33,83.9,124.14,0.0
46.38,83.52,125.79,0.0
47.29,81.53,129.68,0.0
46.17,78.58,131.97,0.0
46.58,79.33,131.68,0.0
45.89,77.98,132.93,0.0
45.2,79.1,130.91,0.0
45.4,79.55,130.35,0.0
45.79,80.88,129.12,0.0
46.24,80.98,129.65,0.0
46.03,80.21,130.47,0.0
45.8,80.08,130.19,0.0
45.57,80.27,129.55,0.0
45.28,80.58,128.68,0.0
43.84,81.36,126.01,0.0
45.21,82.88,125.68,0.0
45.81,85.47,122.57,0.0
42.41,78.99,126.5,0.0
40.2,70.15,134.38,0.0
40.28,72.97,130.98,0.0
41.12,75.59,128.48,0.0
41.06,72.18,132.41,0.0
41.32,74.13,130.31,0.0
40.66,72.96,131.15,0.0
40.08,72.44,131.04,0.0
39.76,72.33,130.66,0.0
40.09,73.67,129.25,0.0
39.94,77.35,125.82,0.0
39.41,78.42,124.83,0.0
37.72,80.29,120.5,0.0
37.14,83.02,116.91,0.0
34.92,81.93,115.35,0.0
33.7,79.91,116.74,0.0
34.18,81.07,115.45,0.0
34.23,80.94,115.81,0.0
34.86,82.82,113.82,0.0
34.89,83.31,113.34,0.0
38.22,89.75,109.1,0.0
36.39,88.96,109.97,0.0
34.98,86.72,111.79,0.0
35.97,86.08,113.23,0.0
42.48,90.1,115.09,0.0
50.81,96.32,114.58,0.0
56.93,98.18,115.04,0.0
55.35,96.81,113.46,0.0
56.15,100.79,109.44,0.0
51.94,105.91,98.96,0.0
48.13,106.56,94.73,0.0
46.18,107.59,92.87,0.0
44.17,104.79,94.62,0.0
6.43,45.99,134.91,1.0
8.52,51.76,130.34,1.0
8.8,51.41,131.01,1.0
9.25,51.8,130.95,1.0
9.47,50.82,132.2,1.0
9.6,50.29,132.8,1.0
9.65,50.17,132.89,1.0
9.92,50.54,132.78,1.0
9.93,50.67,132.71,1.0
10.11,50.32,133.29,1.0
10.16,50.13,133.55,1.0
9.87,48.83,135.04,1.0
9.94,49.14,134.63,1.0
9.92,48.54,135.22,1.0
9.68,47.5,136.18,1.0
9.5,47.49,135.98,1.0
9.48,47.68,135.71,1.0
9.38,48.3,134.86,1.0
8.06,48.2,133.66,1.0
8.23,48.37,133.65,1.0
7.51,46.08,135.76,1.0
7.85,46.43,135.77,1.0
8.37,46.62,136.17,1.0
8.59,46.75,136.34,1.0
9.06,48.52,135.06,1.0
8.74,46.76,136.88,1.0
7.67,46.72,135.84,1.0
7.57,47.12,135.33,1.0
6.38,45.39,136.11,1.0
6.19,45.43,135.89,1.0
6.15,46.49,134.59,1.0
4.52,44.92,134.84,1.0
4.25,43.89,135.8,1.0
5.37,46.68,133.4,1.0
7.17,50.77,130.34,1.0
8.3,53.95,127.77,1.0
8.24,52.98,129.42,1.0
9.21,53.12,130.35,1.0
9.14,49.54,133.89,1.0
10.17,50.27,133.85,1.0
10.8,50.75,133.94,1.0
10.9,49.82,135.33,1.0
10.75,49.19,135.9,1.0
11.1,50.65,134.39,1.0
10.85,50.63,134.18,1.0
10.86,52.07,132.33,1.0
10.82,52.09,132.23,1.0
10.78,52.73,131.37,1.0
10.46,51.06,133.25,1.0
10.4,50.73,133.7,1.0
11.23,54.88,130.02,1.0
12.17,57.56,127.34,1.0
12.15,56.33,128.49,1.0
11.91,63.74,119.03,1.0
11.83,59.43,125.28,1.0
11.89,60.23,124.4,1.0
11.82,60.29,124.36,1.0
11.75,59.49,125.29,1.0
11.74,59.22,125.71,1.0
12.06,62.24,122.47,1.0
12.01,64.48,119.99,1.0
11.93,64.75,119.71,1.0
11.78,64.47,119.82,1.0
11.42,65.23,118.36,1.0
11.19,56.79,128.08,1.0
11.3,50.57,133.83,1.0
12.71,52.03,133.82,1.0
13.22,54.87,131.44,1.0
11.67,56.57,128.23,1.0
11.5,58.87,125.27,1.0
11.49,61.7,122.23,1.0
11.37,61.91,121.81,1.0
10.7,62.04,120.92,1.0
10.22,62.05,120.39,1.0
9.13,61.15,120.55,1.0
9.22,56.7,125.88,1.0
9.38,56.85,125.91,1.0
9.36,53.96,129.51,1.0
7.04,51.32,130.27,1.0
6.63,48.27,133.13,1.0
5.36,46.61,133.78,1.0
5.3,46.25,134.24,1.0
5.03,45.82,134.45,1.0
5.57,46.07,134.68,1.0
8.9,48.04,136.07,1.0
10.65,54.64,130.22,1.0
10.9,65.2,118.54,1.0
10.95,68.83,114.5,1.0
9.2,68.89,112.58,1.0
9.09,68.85,112.38,1.0
9.47,66.44,115.17,1.0
11.77,66.3,117.27,1.0
12.59,64.3,121.0,1.0
12.28,59.27,126.09,1.0
10.68,47.44,137.63,1.0
10.75,46.36,138.55,1.0
11.0,49.44,134.37,1.0
11.53,53.92,129.15,1.0
11.61,56.27,126.71,1.0
7.93,51.93,129.26,1.0
7.22,49.31,131.88,1.0
6.58,49.28,131.1,1.0
4.54,47.99,130.82,1.0
6.84,49.65,131.16,1.0
8.56,52.17,130.3,1.0
8.12,55.14,126.64,1.0
8.25,57.37,124.33,1.0
8.66,59.08,122.83,1.0
8.67,61.18,120.74,1.0
8.62,61.11,121.0,1.0
8.96,62.7,119.44,1.0
8.39,61.42,120.34,1.0
8.67,62.06,119.84,1.0
8.78,62.68,119.18,1.0
8.45,61.19,120.44,1.0
8.74,62.65,119.29,1.0
10.21,62.73,119.97,1.0
11.48,63.54,119.66,1.0
11.27,64.15,119.22,1.0
10.14,63.06,119.97,1.0
9.92,62.82,120.37,1.0
9.83,62.09,121.13,1.0
10.03,65.63,117.32,1.0
10.38,65.69,117.6,1.0
10.61,66.17,117.3,1.0
10.81,66.34,117.33,1.0
10.69,66.3,117.26,1.0
10.47,66.59,116.83,1.0
10.48,66.66,116.79,1.0
10.4,66.68,116.71,1.0
10.45,67.01,116.38,1.0
9.91,66.29,116.8,1.0
8.54,60.5,122.14,1.0
9.3,64.35,118.05,1.0
10.28,58.13,125.43,1.0
11.43,66.55,116.21,1.0
12.04,71.31,111.97,1.0
12.52,73.75,109.43,1.0
12.49,73.98,109.05,1.0
12.9,74.1,109.37,1.0
12.98,74.01,109.58,1.0
13.01,74.09,109.6,1.0
13.09,74.2,109.53,1.0
12.94,73.69,110.1,1.0
12.92,73.84,109.95,1.0
12.85,72.96,110.99,1.0
12.87,73.25,110.72,1.0
13.1,73.98,109.99,1.0
13.07,72.49,112.24,1.0
13.03,79.17,105.11,1.0
13.36,77.12,107.56,1.0
14.89,70.57,115.06,1.0
15.73,70.21,115.87,1.0
16.51,71.14,115.61,1.0
16.33,69.98,116.91,1.0
16.25,70.29,116.83,1.0
15.61,73.37,113.88,1.0
14.63,75.33,111.29,1.0
15.05,76.33,110.38,1.0
14.35,73.51,112.99,1.0
14.14,73.34,113.27,1.0
14.16,74.36,111.65,1.0
14.56,76.16,108.96,1.0
14.42,77.8,106.76,1.0
14.71,80.35,104.29,1.0
13.08,80.76,102.12,1.0
12.43,80.75,101.38,1.0
12.68,78.24,103.89,1.0
12.81,78.15,103.77,1.0
13.38,78.19,104.33,1.0
13.64,77.95,104.74,1.0
13.6,75.58,106.96,1.0
15.01,75.77,107.96,1.0
15.19,74.65,109.5,1.0
15.51,74.28,110.28,1.0
15.46,73.61,111.15,1.0
15.35,72.49,112.52,1.0
15.07,70.43,114.55,1.0
15.07,67.89,117.26,1.0
15.34,67.47,118.21,1.0
15.55,65.74,120.32,1.0
15.79,66.7,119.44,1.0
16.25,67.76,118.66,1.0
16.38,68.04,118.43,1.0
16.48,68.3,118.24,1.0
16.47,68.36,118.2,1.0
16.44,68.05,118.51,1.0
16.5,68.82,117.75,1.0
16.46,68.88,117.51,1.0
16.49,68.85,117.29,1.0
16.63,67.87,118.26,1.0
14.66,61.42,124.34,1.0
13.64,59.66,125.17,1.0
12.31,56.68,127.6,1.0
12.32,57.43,126.81,1.0
12.1,57.69,126.3,1.0
11.85,56.47,127.5,1.0
11.86,56.68,127.23,1.0
11.82,56.11,127.84,1.0
11.65,55.9,127.91,1.0
11.09,52.05,132.23,1.0
10.51,51.91,131.81,1.0
10.5,53.22,130.97,1.0
10.14,51.91,132.73,1.0
10.51,51.34,133.69,1.0
10.45,51.53,133.52,1.0
10.03,51.66,133.18,1.0
8.84,52.18,131.56,1.0
8.2,53.01,130.17,1.0
7.99,53.9,128.88,1.0
6.32,52.88,128.47,1.0
6.62,56.18,124.95,1.0
6.74,57.54,123.76,1.0
6.87,56.65,124.33,1.0
6.86,58.58,122.64,1.0
6.82,59.81,121.18,1.0
6.82,60.48,120.57,1.0
7.13,60.84,120.43,1.0
7.16,60.83,120.46,1.0
7.13,60.59,120.97,1.0
7.22,58.46,123.68,1.0
8.36,61.31,121.41,1.0
9.52,59.87,123.71,1.0
9.8,58.83,125.13,1.0
10.34,64.1,119.59,1.0
10.67,60.89,123.95,1.0
10.81,59.66,125.59,1.0
10.75,58.85,126.61,1.0
10.72,57.18,128.61,1.0
10.73,56.04,130.05,1.0
10.56,56.45,129.63,1.0
10.52,57.95,127.74,1.0
11.78,67.76,116.88,1.0
11.42,67.35,116.01,1.0
11.38,69.99,112.5,1.0
11.59,71.24,111.1,1.0
11.83,74.72,107.24,1.0
13.15,78.34,103.66,1.0
13.67,79.5,103.31,1.0
12.43,79.64,101.94,1.0
11.24,79.92,100.59,1.0
11.28,81.22,99.12,1.0
11.47,81.69,98.85,1.0
13.26,82.78,99.42,1.0
13.8,82.38,100.89,1.0
13.56,79.39,104.51,1.0
12.08,74.03,110.19,1.0
11.62,70.97,113.44,1.0
9.18,63.79,119.49,1.0
8.55,55.84,128.22,1.0
5.94,39.72,143.6,1.0
6.77,42.89,140.86,1.0
9.14,42.74,143.03,1.0
9.83,50.74,134.45,1.0
10.35,50.19,135.59,1.0
10.39,49.08,136.82,1.0
10.44,49.7,136.05,1.0
9.45,47.84,136.99,1.0
8.76,49.86,133.72,1.0
8.57,53.87,128.19,1.0
13.22,53.78,132.29,1.0
19.61,63.46,126.97,1.0
27.27,81.4,111.55,1.0
32.12,87.99,106.59,1.0
31.58,87.96,106.38,1.0
31.4,87.71,106.19,1.0
32.35,89.9,103.74,1.0
33.43,90.26,104.36,1.0
34.2,91.57,102.92,1.0
34.51,92.82,100.86,1.0
34.01,92.39,100.35,1.0
34.49,93.1,99.63,1.0
34.16,92.77,99.62,1.0
34.42,92.01,100.71,1.0
34.79,92.27,100.72,1.0
34.2,91.11,101.54,1.0
33.76,89.38,102.94,1.0
33.89,89.6,103.19,1.0
33.62,89.86,103.3,1.0
33.85,90.47,103.18,1.0
33.57,90.44,102.97,1.0
33.41,90.35,103.07,1.0
33.52,90.77,102.81,1.0
33.53,90.9,102.79,1.0
33.72,90.92,103.13,1.0
34.04,91.12,103.59,1.0
34.13,90.61,104.53,1.0
34.31,90.13,105.64,1.0
34.79,90.63,105.78,1.0
34.81,90.54,105.9,1.0
34.69,90.5,105.93,1.0
34.95,90.99,105.44,1.0
34.92,91.22,105.13,1.0
34.84,91.03,104.99,1.0
34.7,91.16,104.52,1.0
34.63,91.19,104.39,1.0
34.55,90.91,104.57,1.0
34.38,90.93,104.32,1.0
34.34,90.96,104.16,1.0
34.19,90.79,104.24,1.0
34.21,90.75,104.23,1.0
33.92,90.62,104.05,1.0
33.83,90.35,104.27,1.0
33.75,90.17,104.37,1.0
33.88,90.15,104.76,1.0
34.03,90.17,104.75,1.0
33.31,87.73,106.79,1.0
32.94,86.88,107.3,1.0
33.17,88.8,104.97,1.0
33.08,90.83,102.4,1.0
32.58,91.32,101.16,1.0
31.93,90.95,100.88,1.0
31.18,90.43,100.87,1.0
30.59,89.63,101.12,1.0
30.64,90.57,100.24,1.0
30.72,91.27,99.37,1.0
31.12,92.18,98.51,1.0
31.37,93.56,96.77,1.0
31.81,94.6,95.74,1.0
32.21,94.36,96.34,1.0
32.33,94.48,96.44,1.0
32.65,94.63,96.5,1.0
32.68,94.6,96.52,1.0
32.66,94.52,96.46,1.0
32.63,94.35,96.37,1.0
32.43,93.87,96.78,1.0
32.73,93.63,97.56,1.0
31.72,92.33,99.67,1.0
32.64,92.01,100.79,1.0
33.46,93.02,100.36,1.0
34.17,93.17,100.9,1.0
34.76,93.34,101.25,1.0
35.18,93.3,101.6,1.0
35.52,94.06,101.01,1.0
35.96,93.98,101.41,1.0
36.08,94.03,101.35,1.0
36.22,94.15,101.32,1.0
36.29,93.19,102.72,1.0
35.3,92.08,103.07,1.0
34.01,92.06,101.74,1.0
32.27,91.83,100.09,1.0
31.84,92.26,98.84,1.0
31.92,92.47,98.41,1.0
31.75,92.11,98.82,1.0
32.51,93.51,97.8,1.0
32.68,94.24,96.86,1.0
32.61,94.36,96.59,1.0
32.76,94.61,96.44,1.0
32.82,94.63,96.4,1.0
32.93,94.75,96.35,1.0
32.91,94.92,96.22,1.0
32.9,94.84,96.35,1.0
32.87,94.89,96.37,1.0
32.9,94.53,96.84,1.0
32.9,94.56,96.48,1.0
33.0,94.47,96.75,1.0
32.98,93.93,97.55,1.0
33.06,92.21,100.18,1.0
33.31,90.76,102.15,1.0
33.53,90.86,102.53,1.0
33.82,90.93,102.68,1.0
34.23,91.17,102.69,1.0
34.5,90.97,103.35,1.0
34.65,90.97,103.29,1.0
34.75,90.94,103.31,1.0
34.84,90.97,103.36,1.0
34.88,91.02,103.32,1.0
34.85,90.85,103.53,1.0
35.01,90.23,103.98,1.0
34.42,88.6,105.13,1.0
34.18,92.02,101.0,1.0
31.97,90.38,100.8,1.0
30.7,90.18,99.78,1.0
30.0,89.98,99.28,1.0
29.7,90.16,98.89,1.0
29.61,90.44,98.48,1.0
29.56,90.99,97.89,1.0
29.95,91.56,97.55,1.0
31.49,94.6,95.6,1.0
32.35,94.8,96.14,1.0
33.03,94.78,97.23,1.0
33.48,94.69,97.8,1.0
34.2,95.84,97.12,1.0
