left_leg_angle,right_leg_angle,knee_dist,ankle_dist,ankle_cross,knee_cross,label
125.89,129.03,0.7243213783215754,1.645077473609592,0,1,1
169.58,132.79,0.6472528696327787,1.6490154057293887,0,1,1
109.17,132.92,0.7513486705296886,1.6235661844240092,0,1,1
176.58,135.88,0.5955140806295414,1.5570822209546973,0,1,1
176.61,132.5,0.47175175742300607,1.482070144824384,0,1,1
169.36,134.46,0.5651832304282816,1.4590168475249932,0,1,1
178.11,135.86,0.5220565170922916,1.4217913231892723,0,1,1
171.53,139.05,0.5714531073515537,1.4247561486241305,0,1,1
179.48,139.08,0.672793469503723,1.4368497552387531,0,1,1
174.77,137.31,0.6296562582436429,1.474610852797164,0,1,1
171.42,138.35,0.6286023187490668,1.4903506488917309,0,1,1
177.75,138.71,0.7026271431264075,1.5419960963688384,0,1,1
164.76,137.89,0.5938716194711282,1.5707172966995717,0,1,1
164.07,139.33,0.6096755840454359,1.612773303324809,0,1,1
153.81,139.83,0.7890968112846334,1.613144473950656,0,1,1
131.87,139.47,0.8488765373206703,1.6087291697791004,0,0,1
145.57,137.31,0.7647365161981704,1.6067233105929672,0,0,1
132.81,133.77,0.7484577088994402,1.6248112896837792,0,0,1
108.41,134.27,0.907718815575094,1.61160880732347,0,0,1
107.13,137.58,0.9444901897277249,1.5352434612889452,0,0,1
125.42,143.05,0.9078804646920259,1.5099862782169857,0,0,1
122.66,137.04,0.8286433050754731,1.5106722110020188,0,0,1
125.88,135.98,0.804200773136033,1.4788560596803606,0,0,1
140.83,144.08,0.9100298757972701,1.5274203601525396,0,0,1
138.67,138.36,0.8388487749227562,1.4993436033034602,0,0,1
137.75,140.93,0.854574517385823,1.5104668613255037,0,0,1
170.53,142.0,0.613062941293167,1.5194601598985589,0,1,1
175.81,143.39,0.57692734492953,1.5526290520005444,0,1,1
172.24,142.5,0.5975874457206949,1.5675648186738564,0,1,1
168.09,145.79,0.6867295467818725,1.5692509202856115,0,1,1
174.42,144.21,0.5878580034723703,1.565276652386421,0,1,1
173.51,147.32,0.6510244878292958,1.5361716714142897,0,1,1
143.81,144.75,0.7839580807573222,1.5169912650908293,0,1,1
127.79,146.68,0.9170365487620545,1.4930352582193867,0,1,1
119.99,145.37,0.9154694656561478,1.4624276914157546,0,1,1
115.22,141.55,0.9135780794435782,1.421409012176968,0,1,1
117.29,139.49,0.8406043143511079,1.424778490739459,0,1,1
94.69,137.74,0.8908144668918387,1.4762997773618178,0,0,1
83.48,133.07,0.8208033409332969,1.6582177021991689,0,1,1
100.9,140.55,0.766759167039104,1.6770238598899485,0,1,1
123.61,139.12,0.6950590375338664,1.6410634791355911,0,1,1
110.73,141.45,0.8839951027885826,1.6364331847632765,0,1,1
88.88,138.55,0.9880429357920805,1.6871424972288969,0,1,1
101.92,139.83,0.9341587496053877,1.6757361871089416,0,1,1
101.13,135.19,0.8008626616146052,1.641096086746529,0,1,1
103.28,136.95,0.8442333175221506,1.60158917015065,0,1,1
109.77,133.73,0.7219753599589037,1.5523210409042594,0,1,1
130.41,136.95,0.7003015684107495,1.4981231060003743,0,1,1
136.69,134.95,0.6513651478957059,1.4739420458343737,0,1,1
129.96,134.78,0.6722739700112986,1.4584098957065164,0,1,1
128.67,135.01,0.6887661758287599,1.4413987975765494,0,1,1
106.21,133.09,0.7616447133344703,1.4793580269734254,0,1,1
94.41,137.32,0.9441692609413501,1.4253002940641328,0,0,1
152.88,130.67,0.5007792499262692,1.3488189397285975,0,0,1
175.66,136.26,0.5660010359787128,1.3820097008776757,0,1,1
141.72,133.68,0.7081837356216522,1.4582170027102397,0,0,1
141.86,136.99,0.7719872095752276,1.491676409805099,0,1,1
152.22,136.78,0.7136680623739478,1.4882516626590647,0,1,1
158.8,141.69,0.752740560657146,1.5055388282503657,0,1,1
170.62,140.35,0.6366966980119165,1.4724822211756101,0,1,1
159.68,141.55,0.6612584607610936,1.456159231536403,0,1,1
139.14,141.32,0.7206749784747517,1.4338356033831445,0,1,1
130.54,141.3,0.760178299044553,1.4120589111460489,0,1,1
140.25,142.96,0.7514075649472445,1.3624505231476467,0,1,1
142.41,146.5,0.8013351695344144,1.347419815073538,0,1,1
149.79,148.55,0.7949958188449823,1.3441029341563093,0,1,1
147.85,145.75,0.7261825386441931,1.3327141168721104,0,1,1
146.03,144.62,0.7168220630969706,1.351526139557721,0,1,1
142.74,143.99,0.6946913920288135,1.359844589788578,0,1,1
149.6,145.56,0.642565784164724,1.3793395254875664,0,1,1
95.88,133.1,0.7663555261068197,1.4845642503900511,0,1,1
90.55,135.37,0.8987933460011615,1.5456993384876307,0,1,1
134.24,137.67,0.7957103187284228,1.6092123814451111,0,1,1
164.4,129.82,0.43109110570421655,1.678256457937571,0,1,1
92.96,137.91,0.7653007984895096,1.581549787727201,0,1,1
100.22,139.27,0.7868789646102595,1.5550614420669853,0,1,1
119.57,139.16,0.6881078899267971,1.4955127738718157,0,1,1
99.86,140.09,0.8075121818095211,1.462337963510098,0,1,1
107.5,140.66,0.7541302013576892,1.427670109221001,0,1,1
109.17,142.18,0.8336136842924479,1.4355007164136528,0,1,1
104.06,140.56,0.8479356812418237,1.4312696232277344,0,0,1
107.66,139.89,0.8354073112606228,1.4191064335342087,0,0,1
103.08,138.37,0.8406735862572932,1.434245637807414,0,0,1
117.36,137.81,0.761519922824498,1.4387491843528732,0,1,1
108.19,134.82,0.7467530296618476,1.501972161834049,0,1,1
117.8,132.03,0.6496349978211582,1.567714193811664,0,1,1
163.71,135.67,0.5051007093082447,1.5055128585278896,0,1,1
146.8,137.98,0.647119977897861,1.4785270639075914,0,1,1
132.4,137.96,0.7750920994753798,1.505766084852819,0,1,1
132.01,141.87,0.8110567413164037,1.4673302479892518,0,1,1
127.21,142.0,0.8247874556372609,1.4278242555577916,0,1,1
126.66,140.17,0.759439171960653,1.4039140639825105,0,1,1
128.66,138.99,0.7435373594903663,1.3987790438434713,0,1,1
124.6,139.27,0.7777967780424433,1.3986343468981444,0,1,1
109.26,137.75,0.8493081655031028,1.3994262087408564,0,0,1
92.97,137.37,0.9701940855276411,1.4392280753308042,0,0,1
102.16,135.81,0.8706053329169902,1.4613965397988904,0,0,1
96.78,137.5,0.9469475895538484,1.5099457420893276,0,0,1
94.74,136.48,0.9428651169720382,1.5314694699765499,0,0,1
95.55,134.28,0.8731723527447214,1.5084468683636725,0,0,1
97.23,136.33,0.9169952263309732,1.5042353587185375,0,0,1
97.71,136.83,0.9145454101047477,1.487848408761237,0,0,1
95.84,133.96,0.8458464645764727,1.4646753358887363,0,0,1
93.72,133.57,0.7680474730609501,1.418989076289303,0,1,1
94.79,136.26,0.7931926337325502,1.3826810056355356,0,1,1
101.32,137.9,0.7995004147582974,1.3514680014871236,0,1,1
101.76,138.78,0.815601294945046,1.3430270429163882,0,1,1
103.8,137.43,0.7743252571263914,1.3611035042143007,0,1,1
101.95,136.57,0.7884449570536948,1.4487798680460695,0,1,1
101.13,135.85,0.7916064725892967,1.481060007269331,0,1,1
100.52,135.43,0.7979727101029035,1.491884818624677,0,1,1
101.29,135.5,0.8065155442926893,1.492809411239664,0,1,1
101.76,135.18,0.813356302353237,1.4883614094114257,0,1,1
101.27,135.01,0.8101629045827186,1.481367276665718,0,0,1
102.02,137.02,0.8104713684730358,1.4434513241259423,0,1,1
99.46,136.73,0.8175372866404107,1.4200144172374563,0,1,1
98.3,137.03,0.8323491222070002,1.407210129752382,0,1,1
98.06,136.51,0.8300637487838757,1.4120937906380082,0,1,1
97.49,136.21,0.8320687087758167,1.4116792540214038,0,1,1
97.05,135.87,0.8345162271133247,1.4327812994117752,0,1,1
97.09,135.15,0.834177096066585,1.4620867119827834,0,1,1
99.28,135.4,0.8352165046787496,1.4956617194996151,0,1,1
95.59,134.59,0.843049468900683,1.5170099511033934,0,1,1
92.7,134.16,0.8502083660486779,1.5280644131987517,0,1,1
99.63,134.02,0.8232766883093775,1.5311972959372482,0,1,1
104.43,134.91,0.8291396414256678,1.522622946097401,0,1,1
106.18,135.58,0.8479983776132607,1.4960458656953701,0,1,1
126.8,135.67,0.7724639970089104,1.4749927712166202,0,1,1
109.36,136.06,0.8407853283995684,1.4612470238907902,0,1,1
136.71,138.94,0.7603343399948184,1.44744207889083,0,1,1
143.44,138.94,0.7308753554765455,1.412551811648629,0,1,1
128.28,140.27,0.7879058725292649,1.4138530556166036,0,1,1
129.27,142.73,0.8309687978452336,1.437104307582335,0,1,1
128.19,144.15,0.8664673203845865,1.4611298656341292,0,1,1
123.46,141.78,0.8593935720195868,1.4683931809141677,0,1,1
125.08,140.52,0.8436563916926203,1.4839987181322114,0,1,1
125.3,139.53,0.8377435896219521,1.5037436897424277,0,1,1
136.86,139.07,0.8026719860422759,1.5057898809215884,0,1,1
144.08,139.05,0.7816441948800207,1.5102593828044217,0,1,1
145.26,138.49,0.777786856846695,1.509112699740493,0,1,1
150.84,138.13,0.7497238709471101,1.4999829097653545,0,1,1
157.05,138.27,0.7267927958309524,1.4885023302204738,0,1,1
157.61,138.52,0.7283516909706679,1.4763072898680274,0,1,1
154.7,138.46,0.7305129888040216,1.4820433183878303,0,1,1
152.18,138.29,0.7377347681737574,1.496432076258722,0,1,1
147.46,137.9,0.7155457227838317,1.4951718366564986,0,1,1
145.48,137.73,0.7038988596149854,1.4946915294614214,0,1,1
131.69,137.3,0.7608484136153815,1.4894699159089135,0,1,1
96.31,133.7,0.810593929114238,1.5340608840235053,0,1,1
80.3,132.77,0.8778569017744176,1.5148730278645826,0,1,1
75.84,130.43,0.8647591749867538,1.46126420874833,0,1,1
71.17,128.02,0.8681948075907724,1.3671962980791228,0,1,1
70.87,124.91,0.830269579910804,1.274071764684148,0,1,1
71.02,125.38,0.8493912390425913,1.2144475819107303,0,1,1
73.47,128.09,0.9030423477859775,1.169500197963792,0,1,1
82.54,129.69,0.8778951260951687,1.1564561777322881,0,1,1
114.16,130.44,0.7202917190978496,1.1443614919335654,0,1,1
124.7,130.97,0.6706442190272485,1.1378936738495344,0,1,1
131.08,132.35,0.6497600662111037,1.1157910618757,0,1,1
136.71,132.61,0.6131267518185898,1.097950492829504,0,1,1
134.02,134.45,0.678304341436023,1.0929832548677474,0,1,1
136.9,135.13,0.6624544560557066,1.0971607469053437,0,1,1
137.43,136.0,0.6586394856919098,1.0995148703160131,0,1,1
141.37,136.64,0.652714171080169,1.111538218548959,0,1,1
141.99,137.41,0.663693947018838,1.1471956262905905,0,1,1
113.84,137.58,0.830247869374253,1.173441265703857,0,1,1
109.97,139.0,0.8719700418633082,1.20815266895768,0,1,1
108.95,141.61,0.9040054334205305,1.2344754591934606,0,1,1
110.12,143.52,0.9186067889835208,1.2423279938137441,0,1,1
111.13,144.33,0.9230736952242239,1.2387511753921017,0,1,1
111.96,144.18,0.9284390044218161,1.233246913006122,0,1,1
107.23,143.88,0.9456164083215501,1.2315540570364594,0,1,1
151.39,145.94,0.7124709688192052,1.2197230490568822,0,1,1
150.15,141.57,0.7217094596321953,1.191969896522622,0,1,1
151.27,140.95,0.6666225656660928,1.1943084353108087,0,1,1
139.13,138.8,0.7565884963504738,1.19289751135382,0,1,1
148.65,139.54,0.7215367939267416,1.1817770152161005,0,1,1
130.58,136.42,0.7967454901931519,1.194015676987965,0,1,1
128.53,138.92,0.8721788976109959,1.20175726987848,0,1,1
140.62,138.91,0.8484580123468767,1.2084193333312676,0,1,1
135.01,140.73,0.9203455615137877,1.2108716778078987,0,1,1
133.34,133.8,0.9129998581047315,1.224827267446049,0,1,1
120.73,134.07,0.9723582766364157,1.2399022254548415,0,1,1
108.78,134.71,1.0272026996592052,1.2544210934607638,0,1,1
111.35,135.33,1.0208598216678424,1.2743956504755836,0,1,1
113.49,134.39,0.9763198069722493,1.2740283476551955,0,1,1
92.56,126.71,0.8252640761279081,1.2762223374202393,0,1,1
