left_leg_angle,right_leg_angle,knee_dist,ankle_dist,ankle_cross,knee_cross,label
124.24,106.39,1.5273071640091114,2.1255598085733625,0,1,1
125.28,106.18,1.5362252047704272,2.110949983918089,0,1,1
125.22,105.54,1.5728240629912205,2.125546835064251,0,1,1
125.85,104.73,1.613195332885524,2.1385817431228626,0,1,1
124.7,104.59,1.667732172740199,2.26077069799017,0,1,1
124.41,104.31,1.668069255727846,2.2727010460234838,0,1,1
123.69,104.09,1.703773598806922,2.3344018088515655,0,1,1
122.25,104.02,1.7437655239627645,2.4033180106419754,0,1,1
119.57,105.55,1.6231973202531296,2.392581871004516,0,1,1
117.55,105.05,1.5324011794079173,2.33525170592186,0,1,1
116.25,105.74,1.5175735364850875,2.3364080455939176,0,1,1
115.59,106.95,1.5100890977369663,2.3810507556693907,0,1,1
115.07,106.59,1.5225694991067655,2.3967386292639126,0,1,1
114.94,106.44,1.537695051325102,2.4105377624132727,0,1,1
114.65,104.33,1.6270987620752386,2.42857356808495,0,1,1
114.6,103.69,1.6749921676284178,2.482342074012181,0,1,1
115.36,102.81,1.6795166961681756,2.5048260699641878,0,1,1
115.87,102.77,1.6869643070035953,2.5364950513551507,0,1,1
117.29,102.05,1.6629301990779954,2.4741031842136643,0,0,1
117.43,102.66,1.6166782736969922,2.446288620745466,0,1,1
117.78,103.72,1.5796103466904556,2.422246132660487,0,1,1
118.37,106.91,1.4694464281306663,2.396048838768628,0,1,1
118.57,107.45,1.4563179987216284,2.369595731735824,0,1,1
118.34,108.57,1.4383411552555303,2.341347540096732,0,1,1
118.21,107.42,1.4662235469688787,2.3241978203208524,0,1,1
118.43,106.83,1.4822162944016792,2.3111297736234016,0,1,1
118.28,105.68,1.5321370294254102,2.3231298269686014,0,1,1
117.8,105.38,1.545649935365136,2.3286265304332163,0,1,1
117.79,104.76,1.5763011200068988,2.329067219076703,0,1,1
117.59,104.35,1.5827543717701171,2.3199902592335726,0,1,1
117.75,104.33,1.5545641694769925,2.287144824785138,0,1,1
116.84,104.07,1.5533437052145223,2.2823231170227056,0,1,1
116.95,103.79,1.5483214468845579,2.2671789699589118,0,1,1
117.78,102.48,1.5394318836759089,2.209070435158606,0,1,1
117.76,102.46,1.5418720352359696,2.2108394698266736,0,1,1
117.78,102.35,1.5398705849805014,2.204736435470415,0,1,1
117.76,102.43,1.5309785821806319,2.2059871224730094,0,1,1
117.73,102.56,1.5170986496992396,2.191055016752903,0,1,1
117.97,102.81,1.5118075914163558,2.1837619945776496,0,1,1
118.04,103.07,1.4979436194128566,2.1739878093721448,0,1,1
117.88,104.47,1.4749794779384895,2.2049263351425172,0,1,1
117.88,104.77,1.504495706148458,2.2692219332847117,0,1,1
118.2,105.12,1.4849732300266054,2.2635993471001603,0,1,1
118.59,104.68,1.5034978321581776,2.2764642992854998,0,1,1
118.49,104.88,1.4923454460727208,2.2727009445618034,0,1,1
118.63,104.85,1.4920124723433208,2.278802264940137,0,1,1
119.5,104.15,1.5251448147320363,2.319275495589541,0,1,1
119.58,103.64,1.5320874433971143,2.3095130810703575,0,1,1
119.63,103.6,1.5304868144099726,2.3071796833500207,0,1,1
119.49,103.51,1.5289842519366228,2.304741800767025,0,1,1
119.33,103.68,1.5238551072038422,2.3077802118421222,0,1,1
119.42,103.84,1.5350179104294612,2.3193925883503392,0,1,1
119.7,103.54,1.5590153858317644,2.332147928568087,0,1,1
119.79,102.89,1.5628952543118246,2.3164487049128173,0,1,1
119.72,102.32,1.5664464183819433,2.308940019133183,0,1,1
120.07,101.42,1.5811644233793831,2.30181001505749,0,1,1
120.17,101.43,1.5556945380583456,2.2648302587799707,0,1,1
120.27,101.49,1.5463617387741604,2.2574880646432542,0,1,1
120.53,101.4,1.5548628342200372,2.2603195093843333,0,1,1
120.24,101.93,1.520265569194522,2.2478077536354557,0,1,1
120.25,102.37,1.5449800795079676,2.3149286668261007,0,1,1
120.19,102.75,1.5444856638117812,2.342012699458441,0,1,1
120.05,102.79,1.5574729128777116,2.360658538919368,0,1,1
120.03,102.69,1.5663242698169648,2.366800268795612,0,1,1
119.89,102.56,1.572139918385313,2.3628677580490427,0,1,1
120.13,102.68,1.5768941225831072,2.3693126378001512,0,1,1
120.64,103.29,1.542145604516648,2.35618115756681,0,1,1
120.45,103.46,1.5299524478837034,2.335796394514166,0,1,1
120.09,105.06,1.4503680366546945,2.2779913870986075,0,1,1
120.17,104.68,1.4617955286627728,2.2695335075870386,0,1,1
120.3,103.85,1.4768067865402559,2.2496617307670994,0,1,1
120.1,103.35,1.4737485263899148,2.2293695883216396,0,1,1
120.02,103.38,1.4779058638354232,2.2349461240742494,0,1,1
120.08,104.0,1.480328947977519,2.269383810457076,0,1,1
120.05,104.86,1.4755271362543512,2.2916370318398287,0,1,1
120.47,105.87,1.468384890915842,2.3246682036475392,0,1,1
124.38,106.18,1.6460137379567006,2.3547878191384366,0,1,1
122.04,106.79,1.5511923285938982,2.3915206214653635,0,1,1
120.83,106.77,1.5130033632982245,2.3984918286211077,0,1,1
120.13,106.72,1.4893266956740154,2.3966746350292936,0,1,1
119.36,106.83,1.4568460049155192,2.3674758926175214,0,1,1
118.97,105.82,1.459037128155192,2.3401654821619746,0,1,1
118.93,104.9,1.4559888351044499,2.2924690210448198,0,1,1
119.08,104.13,1.4680694361242068,2.282543130922839,0,1,1
119.24,104.29,1.462922461084935,2.2816738607003573,0,1,1
119.37,104.08,1.4894540480652172,2.2921268147756066,0,1,1
119.46,104.19,1.4933292584234188,2.3098515360343477,0,1,1
119.68,104.66,1.494729807061859,2.3341580001053055,0,1,1
119.5,104.97,1.5166812860224441,2.3729285794963304,0,1,1
119.39,105.51,1.5389779527804341,2.4213207797452743,0,1,1
119.43,105.5,1.5590659475715063,2.449953384606535,0,1,1
119.56,105.56,1.568769094193891,2.467858137053111,0,1,1
123.82,106.23,1.728629825809159,2.4760036086210317,0,1,1
122.26,107.67,1.6064908041604549,2.4763972372457457,0,1,1
120.18,109.81,1.531389398549102,2.5525614642662315,0,1,1
117.97,114.77,1.3868967600144566,2.5898922230946906,0,1,1
117.33,114.46,1.4643516259121407,2.634190488721847,0,1,1
116.84,114.34,1.4623114641221604,2.6238986549781416,0,1,1
116.82,113.18,1.5201763488393738,2.6294610823348954,0,1,1
116.9,112.65,1.5760670529116823,2.628948913312954,0,1,1
116.19,112.22,1.6139698543905647,2.677591221435946,0,1,1
115.64,108.68,1.710220004595593,2.628242205147742,0,1,1
115.23,108.19,1.7037190964280797,2.5988469363634765,0,1,1
114.01,107.0,1.6955903269681711,2.599304538386143,0,1,1
113.3,105.37,1.7184822819212657,2.6023140539875635,0,1,1
112.44,105.43,1.74827450698601,2.6610435538385224,0,1,1
110.74,105.59,1.820441167714884,2.7938161101095966,0,1,1
107.96,105.59,1.8768342156589501,3.0013620803149585,0,1,1
106.99,105.43,1.8925111827502927,3.0197989559339864,0,1,1
105.65,105.46,1.770964434827839,2.8300247247181085,0,1,1
105.79,105.4,1.7775259657381846,2.8132301500084362,0,1,1
107.77,105.24,1.8819234039122084,2.84067766616989,0,1,1
107.98,105.71,1.8603102366152293,2.7995631733277717,0,1,1
108.12,106.21,1.8445157537649055,2.77011818414703,0,1,1
108.17,106.71,1.8130350530330903,2.7173637795654777,0,1,1
108.64,108.07,1.7326193517001638,2.6482251177274345,0,1,1
109.21,108.88,1.709527982493605,2.621023229823314,0,1,1
109.19,108.92,1.7172956791776994,2.647651324475802,0,1,1
110.17,109.5,1.703004385007558,2.6083062761170135,0,1,1
110.56,109.97,1.68477198669249,2.589166882080707,0,1,1
111.01,110.12,1.7016542829732884,2.59090566356378,0,1,1
110.84,110.01,1.705457097207446,2.592844270504712,0,1,1
110.47,109.62,1.7154992664181496,2.603850942822717,0,1,1
110.46,108.77,1.7795151850819695,2.6976933131838368,0,1,1
110.57,108.54,1.826562860158155,2.7640010284338237,0,1,1
110.75,108.19,1.8563153748243946,2.808180615712314,0,1,1
110.83,108.6,1.8399234739896546,2.8148964653983306,0,1,1
110.72,108.35,1.8381340602170924,2.8196210586453114,0,1,1
110.18,108.28,1.8286965330622098,2.8224751256074625,0,1,1
110.06,108.23,1.8246648671682388,2.817361664800895,0,1,1
109.56,107.89,1.7505874624622673,2.7533957272093486,0,1,1
109.18,107.83,1.7189543216870022,2.7292939264006115,0,1,1
107.72,107.18,1.658491039421564,2.6762366460996168,0,1,1
110.66,107.36,1.5408675969928702,2.5058713061147424,0,1,1
111.1,107.05,1.5476823007067548,2.538790792065387,0,1,1
111.17,107.51,1.5294429638664206,2.561936036113339,0,1,1
111.82,108.45,1.5114535965688747,2.5664802857965934,0,1,1
112.15,108.76,1.497427298787017,2.545061578339078,0,1,1
112.03,109.96,1.456760271490578,2.5551502183165438,0,1,1
112.25,112.91,1.3483939704625911,2.5334720205712484,0,1,1
112.66,113.78,1.3330771109056945,2.55449388070335,0,1,1
113.26,114.48,1.3203251583830262,2.5744820351714806,0,1,1
113.26,115.01,1.294558930298208,2.5729211901664515,0,1,1
113.64,115.17,1.3014880615976478,2.604706451685341,0,1,1
113.8,108.6,1.3284199496908247,2.5833732910034555,0,0,1
114.22,107.01,1.3563875249579174,2.607492201402742,0,0,1
114.71,108.14,1.4427659192991127,2.5903373532024196,0,0,1
115.17,109.26,1.454993960774008,2.586682303599003,0,1,1
115.53,109.85,1.4652363100262629,2.6047980730294804,0,1,1
115.6,110.3,1.4698106742027686,2.6253324034553063,0,1,1
116.23,110.85,1.4562993858335778,2.614624579003379,0,1,1
116.31,110.99,1.4594258577300043,2.6168456986645285,0,1,1
116.45,111.1,1.4544531635108393,2.6056007129515137,0,1,1
116.54,111.2,1.452679295352181,2.6020675853020805,0,1,1
116.9,112.0,1.4399981164552125,2.603777383622707,0,1,1
117.22,112.25,1.4377460281027774,2.6003249801966217,0,1,1
117.11,111.08,1.3295705047892312,2.617898923973236,0,0,1
117.12,110.92,1.3568400974411265,2.662793296154888,0,0,1
116.65,111.48,1.3856891608492234,2.740167595224189,0,0,1
116.69,109.91,1.497026220674056,2.7960353403826486,0,0,1
116.59,107.51,1.5945860896275583,2.8150477893303614,0,0,1
116.53,106.43,1.641055583008719,2.826762866109893,0,0,1
115.97,108.84,1.7137377076670823,2.872184497141409,0,1,1
115.42,109.32,1.728894085618628,2.8889521591599228,0,1,1
114.94,108.95,1.7456514643657086,2.925263543627824,0,1,1
114.93,109.3,1.7298129534720903,2.9140708468890395,0,1,1
115.06,109.07,1.6552969105977586,2.774707161142837,0,1,1
115.33,108.59,1.6646010006068388,2.7521050724894005,0,1,1
115.64,110.96,1.5870379453011347,2.7243633583496947,0,1,1
116.87,111.38,1.5862066203511824,2.702843279665602,0,1,1
117.65,111.81,1.5645643448740114,2.6897905895917735,0,1,1
117.93,112.21,1.5293291234663515,2.6797830803609095,0,1,1
118.18,112.19,1.5219882523742865,2.6652838194033412,0,1,1
117.91,108.37,1.6541267269160067,2.6790670132023324,0,1,1
117.85,106.62,1.7429292190503638,2.718280556434781,0,1,1
118.42,103.52,1.8795920175181573,2.7277103627513224,0,1,1
118.52,101.79,1.976440368619417,2.7536415815600552,0,1,1
119.11,102.1,1.9849468330840296,2.7486344325743266,0,1,1
120.76,103.16,1.9613898820973361,2.7311381665883436,0,1,1
122.06,103.48,1.958795834279068,2.7088402578323,0,1,1
123.34,103.08,1.951902038619725,2.6695220002532394,0,1,1
123.28,102.84,1.9128562732364083,2.605423196524828,0,1,1
123.52,102.76,1.9181135967965397,2.5870044936636134,0,1,1
123.78,102.5,1.9228210297395467,2.5746492289452245,0,1,1
123.89,102.4,1.924260006578182,2.5690185512058266,0,1,1
123.22,102.69,1.9153317261296892,2.580255919425738,0,1,1
122.71,103.4,1.9010369171090802,2.6072690740789346,0,1,1
122.65,104.4,1.8894621113322123,2.6247176075521037,0,1,1
121.76,105.25,1.9305828709557105,2.721676658147925,0,1,1
120.44,105.65,1.961510441671258,2.807206219026383,0,1,1
120.19,106.06,1.9523217614632675,2.828063627963887,0,1,1
120.88,105.97,1.9940106155281665,2.815863410536977,0,1,1
121.21,105.79,1.9134846533542063,2.7276079117595677,0,1,1
120.09,108.44,1.8079035762375366,2.725812911598637,0,1,1
118.62,111.14,1.7278198692022086,2.7001165098367306,0,1,1
119.04,110.97,1.7360926215422583,2.671200461166004,0,1,1
127.0,111.55,1.6243198935281182,2.432798516654061,0,1,1
132.79,110.2,1.661314778594045,2.2851150244416716,0,1,1
139.71,106.9,1.7056555516079988,2.1768445297410386,0,1,1
146.81,103.13,1.6990962598011277,2.0397741133383587,0,1,1
149.3,99.81,1.6989606925871266,1.9454583880273233,0,1,1
152.1,97.74,1.6924041560342697,1.8892558727532067,0,1,1
150.32,96.9,1.7371428601873498,1.9398548818654089,0,1,1
150.97,96.32,1.7658345260049588,1.9826873571018166,0,1,1
149.69,96.0,1.7589066855183555,2.0099304953396047,0,1,1
148.24,95.95,1.7661211125768894,2.050321565105641,0,1,1
144.41,97.15,1.8039195193913289,2.133478788341884,0,1,1
139.42,97.83,1.8700504355818788,2.2200659437198254,0,1,1
131.57,99.49,1.9212211116156384,2.3209464975073395,0,1,1
126.9,100.61,1.9520408688601125,2.410802767637978,0,1,1
124.16,102.42,1.9538390361964408,2.5223692326012426,0,1,1
124.22,104.82,1.853315612478753,2.5809888262175678,0,1,1
123.2,105.89,1.8581327239305223,2.68340993167771,0,1,1
122.72,106.77,1.852230246465562,2.7319309541990426,0,1,1
121.26,105.96,2.0226163597876985,3.0030286863382347,0,1,1
120.33,105.75,2.1163361429084184,3.16811180586991,0,1,1
120.54,104.79,2.1083982978381828,3.176088220665471,0,1,1
120.47,105.8,2.0566349857103465,3.1421204524672333,0,1,1
121.07,106.64,1.9761066089460129,3.0756865401120925,0,1,1
120.76,107.93,1.826864634390223,2.944920435094383,0,1,1
119.28,109.78,1.7351817968400862,2.8746184609186143,0,1,1
121.07,109.85,1.654560904177223,2.747787799218024,0,1,1
124.83,109.86,1.6032838422125357,2.6277080859961126,0,1,1
130.66,106.5,1.4682036352692192,2.2154232651436483,0,1,1
132.03,104.98,1.4500307532913854,2.083397323773796,0,1,1
133.48,104.68,1.4119887866783702,2.0014317011083014,0,1,1
132.75,106.18,1.3503416028926318,1.942340667499279,0,1,1
133.78,106.62,1.3473255641486463,1.9327433068525774,0,1,1
133.0,106.21,1.3743972052013727,1.958377633671646,0,1,1
131.9,105.48,1.4176211252209645,1.9726940973291969,0,1,1
132.21,104.95,1.4249319650088772,1.954066824869167,0,1,1
129.83,104.55,1.480236868462635,1.9924014220441943,0,1,1
127.19,103.6,1.5475893018076563,2.0058598721996916,0,1,1
125.97,101.38,1.6073317953611945,1.8675114437917661,0,1,1
118.54,103.03,1.3728942491119238,1.9467418131696381,0,1,1
109.92,105.47,1.171249887565285,1.6911127053919837,0,1,1
101.69,96.15,0.3437548206833728,0.5216252921824001,0,1,1
98.29,101.13,0.40815586070332843,0.08769165359956149,0,1,1
94.65,104.25,0.6885242200236524,0.25325770208367904,1,1,1
93.76,98.52,0.6757214198359425,0.49316987391225026,1,1,1
92.32,102.15,0.9195242120108997,0.7797816124119281,1,1,1
91.18,104.96,1.0248717617506764,0.9047432083630755,1,1,1
88.1,108.56,1.2687504201516684,1.1369462043500431,1,1,1
84.28,111.6,1.5441777408656565,1.4006820573703498,1,1,1
78.26,116.5,1.9452653898072791,1.772162624572642,1,1,1
76.22,115.77,2.137476108818481,2.2469599127076223,1,1,1
75.58,113.19,2.2642040652352566,2.5192605862175412,1,1,1
72.73,110.45,2.4137005824798403,2.979269784741739,1,1,1
69.39,109.09,2.562565005180921,3.2487802234901983,1,1,1
62.83,108.97,2.82322512596129,3.4298502829156274,1,1,1
54.21,108.81,2.8635034208757313,3.503562757065728,1,1,1
43.46,106.07,2.744178749013573,3.4829514993706683,0,0,1
37.25,110.27,2.7709014468972546,3.481627229060077,0,0,1
32.53,103.95,2.764575924439151,3.3392831003012313,0,0,1
28.66,103.09,2.6660840683862097,3.160163464636341,0,0,1
28.71,103.45,2.558198468361853,3.048399918570976,0,0,1
31.65,103.19,2.442146915851391,2.891028782479261,0,0,1
34.79,104.46,2.2805036816657487,2.6351032607453155,0,0,1
42.94,105.52,2.0307940970784366,2.343269496058211,0,0,1
54.75,108.95,1.6707166817615717,2.038817797462717,0,0,1
65.13,107.99,1.337894784196274,1.7179596159761463,0,0,1
78.34,109.8,1.0398819331294786,1.4662433773911794,0,0,1
80.92,114.62,1.0217035714194367,1.3461588409279746,0,0,1
83.92,118.2,1.0717631071054374,1.3361851974999437,0,0,1
84.05,120.8,1.1229576047265677,1.3941110982203768,0,0,1
83.37,119.25,1.1044128230662589,1.3777203275931214,0,0,1
80.32,118.46,1.1603547189803727,1.39724316055209,0,0,1
70.21,112.83,1.0568048051206416,1.5699139113856766,0,1,1
63.65,107.57,0.9261692292627655,1.6921381558084965,0,1,1
62.1,105.83,0.870094814127566,1.7199929976466568,0,1,1
61.08,105.14,0.9109479357828262,1.8657528776301915,0,1,1
60.04,104.54,0.9009677526962057,1.8994565228676579,0,1,1
59.91,101.36,0.7994403993240519,1.7072462836928266,0,1,1
61.24,96.97,0.6012297316095155,1.445079379410899,0,1,1
62.99,95.69,0.7948594801881016,0.9920772631242962,0,1,1
63.5,94.53,0.8374037390887068,0.9434767493176576,0,1,1
68.13,97.64,0.7216131864138794,0.8699499894883527,0,1,1
70.05,94.99,0.6229704892321091,0.8600767189401298,0,1,1
70.61,96.42,0.6353653223683284,0.8501002543624583,0,1,1
70.94,93.75,0.5441870841355212,0.8621051591407556,0,1,1
70.63,96.67,0.6148376865829395,1.0959936573703786,0,1,1
68.31,93.69,0.6615182653978466,1.2365557446545976,0,0,1
66.9,97.54,0.7155531367057587,1.3208789954922873,0,0,1
64.65,103.11,0.81094139804753,1.5198265226412428,0,1,1
62.72,105.07,0.8705437328121891,1.6910024035112303,0,0,1
62.14,107.01,0.9297558973549139,1.7813257648701248,0,1,1
60.2,106.82,0.9975187897198697,1.9140161749407516,0,1,1
59.12,105.88,0.9987501642294668,1.9862438812814238,0,1,1
60.24,106.87,1.0821696411999993,2.0035724989571673,0,1,1
62.76,104.76,1.0930315976804421,1.9416386476024792,0,0,1
67.02,99.34,1.0494572307536194,1.510482894052137,0,0,1
68.77,98.48,1.0728493738861387,1.3429323996604516,0,0,1
73.35,99.8,1.0568652106107674,1.1778886431612448,0,0,1
76.81,95.88,0.9368257809927014,0.9332192597269404,0,0,1
79.85,93.1,0.8252714034382016,0.8037065413632151,0,0,1
90.16,93.7,0.7351472401382764,0.7464008451658585,1,0,1
86.38,94.33,0.7844437308101584,0.8497239066613816,0,0,1
81.39,94.25,0.7353818946414385,0.9750887499324897,0,0,1
69.84,100.62,0.8948820227476966,1.8395422255927851,0,0,1
63.92,106.75,0.9683868203095579,2.1269993543558474,0,1,1
59.06,109.12,1.004877642760405,2.312271878054271,0,1,1
55.16,112.71,1.1627200806630194,2.4238804351233783,0,1,1
53.16,113.01,1.201379184841164,2.479486700878631,0,1,1
52.74,109.52,1.2669769610265282,2.459974393924378,0,1,1
63.53,106.62,1.2710845439897875,1.8970146150665372,0,1,1
69.35,100.62,1.1301287322371174,1.2606459584358656,0,1,1
79.48,98.72,1.0666937932656266,1.0913587168252852,0,1,1
89.65,95.81,0.8414675904208962,0.9683354261971749,1,1,1
91.69,94.91,0.7213926388827862,0.8774147883553585,1,1,1
91.45,93.99,0.7186122540614507,0.9195445312120931,1,1,1
89.17,92.59,0.7229043190831131,0.8591016800731704,1,0,1
80.41,91.35,0.7480956972314138,0.9175518387862162,0,0,1
70.69,96.58,0.8267779084237648,1.4588794110473426,0,0,1
66.78,98.76,0.8568612582587246,1.7811629901859993,0,0,1
61.97,101.91,0.9245862673654371,2.0610202139000813,0,0,1
57.84,103.64,0.9897403133647705,2.2260046992259235,0,0,1
56.17,104.11,1.0584523277663558,2.238444703370107,0,0,1
54.39,104.49,1.1171928395440873,2.2244934503525275,0,0,1
55.12,104.3,1.1021059050440383,2.1770658602872266,0,0,1
63.59,99.53,0.9483690507608535,1.7798415387204545,0,0,1
62.15,97.83,1.0175273586681914,1.6707214654985914,0,0,1
67.02,99.39,1.0757265549290314,1.5393804225063081,0,1,1
70.35,100.83,1.082370318044003,1.423149201035326,0,1,1
80.97,96.69,0.9209293782342425,0.8914877080523531,1,1,1
90.61,92.62,0.6683643883786231,0.7735231123765197,1,1,1
91.06,93.34,0.648537217045436,0.7636807203031745,1,1,1
90.78,93.07,0.6379328373923718,0.7831858303257908,1,1,1
90.17,93.39,0.6497327491949378,0.7798003574967188,1,0,1
88.2,92.9,0.6715304831071814,0.8008810007530501,1,0,1
83.53,91.55,0.738890935844699,0.8432721925180768,0,0,1
71.52,90.66,0.7902555546759004,1.1799611297742152,0,0,1
67.43,92.75,0.8472028537164702,1.4587719918428697,0,0,1
67.39,94.86,0.8856613294284131,1.5526981163065572,0,0,1
61.52,100.26,0.996054004531706,1.9379037162608108,0,0,1
57.63,102.54,1.0858062810257816,2.135059350278197,0,0,1
57.4,102.87,1.109554693341543,2.147359459371813,0,0,1
59.56,102.32,1.1264707180144242,2.095320666536387,0,0,1
61.73,101.71,1.1336403411662435,2.022807740446274,0,0,1
63.41,101.87,1.1717338044047432,2.002932981973649,0,0,1
68.37,102.15,1.192486605203551,1.8584246738040477,0,0,1
73.52,100.74,1.1923547848755167,1.6715573917345476,0,0,1
85.68,99.76,0.9831457757791793,1.3316003406633112,0,0,1
90.04,98.14,0.8590068818487849,1.1540048855742746,1,0,1
97.16,95.93,0.7600023384904387,0.9145403217150634,1,0,1
99.35,94.66,0.7061106532976681,0.8658780624009083,1,0,1
101.83,94.14,0.668030637062067,0.8812162880221046,1,0,1
102.63,89.85,0.6018828516553321,0.8424874233740961,1,0,1
99.89,90.42,0.6117314572382492,0.7901711018180851,1,0,1
100.74,90.55,0.591076707730945,0.7849895305699708,1,0,1
83.63,84.23,0.5897058036371379,0.6126971935621905,0,0,1
70.03,98.11,0.9167294064227598,1.667750434101203,0,0,1
63.71,100.67,1.1371843728215598,2.003554445350239,0,0,1
63.43,99.61,1.1452898765296728,2.012781268654408,0,0,1
64.89,98.22,1.1817433768616161,1.9190847456074178,0,0,1
73.67,97.11,1.0983513974029728,1.5166588701331005,0,0,1
75.24,96.84,1.1069591386542634,1.478216156730898,0,0,1
79.83,98.28,1.0819885528841717,1.1584916961305596,0,0,1
80.09,98.75,1.0635446254133691,1.1997328238057519,0,0,1
85.55,98.77,0.986569323453016,1.0062823842391486,1,0,1
87.32,98.32,0.9468989267369564,1.0146306301943206,1,0,1
88.65,96.35,0.9020081916030099,0.8501964465804439,1,0,1
87.17,97.37,0.9116653553642287,0.9919081561991275,1,0,1
87.8,96.77,0.886249871502485,0.9635821027088367,1,0,1
88.55,91.18,0.771059164182641,0.7739034152157058,1,0,1
77.09,89.96,0.7596149841962632,0.9440744133551898,0,0,1
67.87,88.85,0.8679122529478553,1.3646442384437147,0,0,1
65.88,92.1,0.9585463138380278,1.594528141020578,0,0,1
64.34,95.91,1.0638834485296906,1.8430607985678382,0,0,1
66.97,97.74,1.1407105501264905,1.8102076769822766,0,0,1
68.12,98.04,1.1352153312259914,1.7719214739576596,0,0,1
67.24,98.51,1.1462810887123405,1.7707995503371556,0,0,1
74.38,98.37,1.1046277466680459,1.5116954032569347,0,0,1
79.1,98.55,1.0771069561266753,1.2902036728653283,0,0,1
79.97,98.87,1.05539097542409,1.2285953043877074,0,0,1
83.59,98.25,0.9900476129652045,1.0963795023809164,0,0,1
86.04,96.09,0.8866877856920866,1.0393440338664064,1,0,1
87.67,96.82,0.8779492304951104,1.020862535250092,1,0,1
83.87,96.98,0.818891494700384,0.8320601098234841,0,0,1
81.52,95.15,0.8295787448964933,0.732838050890325,0,0,1
79.54,95.19,0.8475069903428272,0.7819814861881412,0,0,1
77.81,96.27,0.8586851415018816,0.885147189317151,0,0,1
78.29,95.25,0.8193534676376847,0.9170926834989895,0,0,1
77.85,95.38,0.8160923104194415,1.0178884740322942,0,0,1
77.4,95.33,0.8199062302303534,1.0514186852968617,0,0,1
79.83,95.99,0.8884595157597972,1.1168900551913716,0,0,1
80.3,98.59,0.9489904133716446,1.2217964207843115,0,0,1
72.99,102.46,1.066617542989108,1.5701780031852648,0,0,1
71.2,103.45,1.1943033978644886,1.7547820705415003,0,0,1
69.53,108.26,1.16606813115046,1.8591436989636487,0,0,1
65.75,104.99,1.214129882151619,2.029525633960589,0,0,1
62.35,103.79,1.25306752500237,2.1381175824152843,0,0,1
60.37,108.88,1.2317359641707508,2.2097900292266877,0,0,1
61.46,104.83,1.2209240315079035,2.1686606202366354,0,0,1
60.72,102.53,1.2277214278497153,2.1861509988548793,0,0,1
56.54,102.23,1.230099638633858,2.3441877042610493,0,0,1
53.24,102.65,1.281809961012718,2.4984515589676413,0,0,1
52.96,105.19,1.3782123953353513,2.5214539616727447,0,0,1
52.18,105.75,1.423294767596115,2.52369764979425,0,0,1
50.39,105.12,1.4383411081203195,2.6180754902596592,0,0,1
50.08,105.11,1.4575695044651333,2.649135561849115,0,0,1
50.03,104.72,1.4625032383043584,2.6605491471841587,0,0,1
50.09,104.56,1.457380067927032,2.6603193991045058,0,0,1
49.92,104.53,1.4719980770746561,2.6733800323153396,0,0,1
48.94,103.96,1.4949626813855572,2.707883903866684,0,0,1
49.01,103.57,1.5195098909112146,2.704385002162816,0,0,1
48.82,102.57,1.4727615845964261,2.6902393297207916,0,0,1
50.3,101.16,1.3828448410693428,2.5803059107834363,0,0,1
51.07,101.09,1.373231097593964,2.5230173425318254,0,0,1
64.03,97.5,1.0397777884178914,2.016563202724523,0,0,1
67.29,93.47,0.8673249921779692,1.788856755954476,0,0,1
61.02,94.62,0.9739319274401187,1.8971372089758305,0,0,1
60.21,95.79,1.0375973539487497,1.9155913232157928,0,0,1
58.56,97.87,1.0911289583209889,1.9705973979057638,0,0,1
57.21,98.97,1.0970332413252593,2.1210773871478237,0,0,1
55.72,99.87,1.1436063735332298,2.1817169356366497,0,0,1
53.61,101.42,1.0920136370872273,2.128500883336362,0,0,1
51.24,101.85,1.066033535315168,2.1793822027242804,0,0,1
51.76,103.71,0.976920776019562,2.087983153051887,0,1,1
49.28,104.75,1.0583575649711376,2.12619685805577,0,1,1
51.36,103.4,0.9929598948052805,2.037062132303306,0,1,1
53.62,105.52,1.0694553313618689,2.034774450932902,0,1,1
54.44,105.23,1.0400025351763078,2.087758630011315,0,1,1
54.4,104.28,1.075973743280122,2.161869970119949,0,1,1
55.31,106.62,1.2394406483322855,2.1755166870985088,0,1,1
56.39,104.9,1.2399304482112434,2.0972712250828858,0,1,1
57.15,105.55,1.2652197145788673,2.087337948098086,0,1,1
57.08,107.23,1.3564002743077588,2.1279778540309047,0,1,1
56.64,108.04,1.3818584505501874,2.197496237213886,0,1,1
55.4,107.43,1.4016419354096856,2.186336612545525,0,1,1
54.89,107.07,1.4343036917826717,2.236502097762971,0,1,1
54.59,107.02,1.4850580727381564,2.3342415212803074,0,1,1
53.17,107.97,1.60273928329641,2.432319053813695,0,1,1
52.55,108.55,1.6581539942032595,2.486356881709317,0,1,1
52.74,109.77,1.6790766421373085,2.4518457566474323,0,1,1
53.51,110.86,1.67728828136693,2.412751654963515,0,1,1
55.27,112.45,1.628285336548424,2.428137026674498,0,1,1
56.01,113.08,1.6245458760342957,2.4467706337262416,0,1,1
56.82,113.23,1.5860438249409037,2.4408464402651298,0,1,1
57.34,113.61,1.5437605587182635,2.370066765408643,0,1,1
57.53,113.88,1.5600351310739158,2.3232211194584074,0,1,1
58.31,106.17,1.4264729204115405,1.9492466630723673,0,1,1
59.86,105.26,1.3248421432974071,1.89677351139745,0,1,1
59.91,109.86,1.3363503035146043,1.9769772182772458,0,1,1
